OBJECTID *,Shape *,Site_ID *,Ftr_ID *,Ftr_Name,Other_Name,Last_Updt,Ftr_Group,Ftr_Type,Commodity,Lat_WGS84,Long_WGS84,Pt_Def,Poly_Def,State,County,Loc_Scale,Loc_Date,Ref_Detail,Ref_ID,Remarks,Loc_Poly
69,Point,CO00019,Mo00286,"Iron Hill Carbonatite Complex, Iron Hill Carbonatite","Iron Hill Carbonatite, REE-Nb-Th-U",8/24/2017,Mineral Occurrence,Deposit,rare earth elements; niobium; thorium; uranium; vanadium,38.254496,-107.063068,Approximate center of multipart polygon,Polygon represents the trace of the Carbonatite (Cambrian Or Upper Cambrian),CO,Gunnison,"Medium (1:24,000-1:250,000)",1974; 1975,GQ-1177; GQ-1178,Hedlund and Olson (1975),Olson (1974) used for the southern portion of the Carbonatite Stock; Polygon represents the southern part of GQ-1177 and the northern portion of GQ-1178 (Carbonatite stock); Figure 23 from Olson and Hedlund (1981) was used to determine the outer boundary of the complex - Then the rock units were captured inside the complex,Yes
70,Point,CO00019,Mo00335,"Iron Hill Carbonatite Complex, Iron Hill Pyroxenite","Iron Hill Pyroxenite, Ti-V-Fe-Vermiculite; White Earth; Cebolla Creek Iron Deposit",8/24/2017,Mineral Occurrence,Deposit,titanium; vanadium; iron; vermiculite,38.251597,-107.034118,Approximate center of multipart polygon,Polygon represents the trace of the Pyroxenite (Cambrian Or Upper Cambrian),CO,Gunnison,"Medium (1:24,000-1:250,000)",1974; 1975,GQ-1177; GQ-1178,Hedlund and Olson (1975),"Polygon represents the southern part of GQ-1177, Olson (1974), and the northern portion of GQ-1178 (Pyroxenite units); Figure 23 from Olson and Hedlund (1981) was used to determine the outer boundary of the complex; then the rock units were captured inside the complex",Yes
71,Point,CO00029,Mf00240,"Climax, Climax Mine",<Null>,12/11/2018,Mine Feature,Open Pit Mine,molybdenum; tin; tungsten,39.37,-106.17,Center of pit on imagery,<Null>,CO,Lake,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),<Null>,No
72,Point,CO00029,Mo00262,"Climax, Climax Deposit",<Null>,12/11/2018,Mineral Occurrence,Deposit,molybdenum; tungsten; rhenium; platinum-group elements; tin; rare earth elements,39.36909,-106.164702,Approximate center of polygon,"Polygon represents the trace of ""Outer limit of mineralization""",CO,Lake,"Large (>1:24,000)",1933,Figure 12,Cappa and Bartos (2007),<Null>,Yes
73,Point,CO00031,Mr00053,Wet Mountains Area,<Null>,8/26/2017,Mineral Region,Area,thorium; rare earth elements,38.2803,-105.374764,Approximate center of polygon,"This polygon represents the ""Geologic Map and Sample Localities of Thorium Deposits in the Wet Mountains Area, Colorado""; It also represents the map area/study area where the resources given for the Wet Mountains Area Site are given",CO,Custer; Fremont; Huerfano,"Medium (1:24,000-1:250,000)",1988,Plate 1,Armbrustmacher (1988),"This polygon represents the ""Geologic Map and Sample Localities of Thorium Deposits in the Wet Mountains Area, Colorado""; It does not represent the outer boundaries of an/the actual mining/mineral district, or even the existence of one, it only implies the extent of the plate (map area), and the map area where the resources mentioned are contained",Yes
74,Point,CO00032,Mr00046,Powderhorn District,<Null>,8/22/2017,Mineral Region,Mining District,niobium; tantalum; titanium; rare earth elements; iron; vanadium,38.320642,-107.117988,Approximate center of polygon,Area of Powderhorn district,CO,Gunnison; Saguache,"Medium (1:24,000-1:250,000)",1981,Figure 22,Olson and Hedlund (1981),<Null>,Yes
75,Point,CO00033,Mo00350,"Powderhorn Exploration Project, Satellite",<Null>,8/24/2017,Mineral Occurrence,Showing,rare earth elements,38.326583,-107.190017,Approximate center of the Satellite Prospects Claims,<Null>,CO,Gunnison,"Medium (1:24,000-1:250,000)",2014,Figure 5,U.S. Rare Earths Inc. (2015b),<Null>,No
76,Point,CO00033,Mo00351,"Powderhorn Exploration Project, Rudolph Hill",<Null>,8/24/2017,Mineral Occurrence,Showing,rare earth elements,38.221351,-107.040008,Approximate center of the Rudolph Hill Prospects Claims,<Null>,CO,Gunnison,"Medium (1:24,000-1:250,000)",2014,Figure 5,U.S. Rare Earths Inc. (2015b),<Null>,No
77,Point,CO00036,Mr00069,Climax District,<Null>,12/11/2018,Mineral Region,Mining District,molybdenum; tungsten; rhenium; platinum-group elements; tin; rare earth elements,39.37678,-106.174772,Approximate center of polygon,Outline of district from map,CO,Lake,"Medium (1:24,000-1:250,000)",2003,<Null>,Wilson and Sims (2003),<Null>,Yes
78,Point,FL00001,Mf00339,"Green Cove Springs, Green Cove Springs Mine",<Null>,1/3/2018,Mine Feature,Strip Mine,heavy minerals,29.86083,-81.73694,Approximate center of strip mine on topographic map,<Null>,FL,Clay,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),<Null>,No
79,Point,FL00001,Mo00287,"Green Cove Springs, Green Cove Springs Deposit",<Null>,9/15/2017,Mineral Occurrence,Deposit,titanium; ilmenite; rutile; zircon; rare earth elements (in monazite); staurolite; leucoxene,29.907203,-81.733787,Approximate center of multipart polygon,"Trace of deposit footprint from the ""Deposit Location Map""",FL,Clay; Putnam,"Medium (1:24,000-1:250,000)",2005,Figure 1,Rose (2005),<Null>,Yes
80,Point,FL00003,Mf00260,"Trail Ridge, Trail Ridge Mine",<Null>,11/3/2017,Mine Feature,Open Pit Mine,titanium,29.911018,-82.030691,Approximate center of mine feature,<Null>,FL,Clay,"Medium (1:24,000-1:250,000)",1998,Figure 2,Renner and others (2009),<Null>,No
81,Point,FL00003,Mf00261,"Trail Ridge, Highland Mine",<Null>,11/3/2017,Mine Feature,Open Pit Mine,zirconium; hafnium; titanium,30.059768,-82.041169,Approximate center of mine feature,<Null>,FL,Clay,"Medium (1:24,000-1:250,000)",1998,Figure 2,Renner and others (2009),<Null>,No
82,Point,FL00003,Mf00262,"Trail Ridge, Maxville Mine",<Null>,11/3/2017,Mine Feature,Open Pit Mine,zirconium; hafnium; titanium,30.160514,-82.049646,Approximate center of mine feature,<Null>,FL,Clay; Baker; Duval,"Medium (1:24,000-1:250,000)",1998,Figure 2,Renner and others (2009),<Null>,No
83,Point,FL00003,Mo00483,"Trail Ridge, Trail Ridge Zone",<Null>,8/15/2017,Mineral Occurrence,Deposit,titanium minerals; zircon,29.949382,-82.033098,Approximate center of mine feature,"Polygon represents the trace of ""Trail Ridge Mine 1948 - present""",FL,Clay,"Medium (1:24,000-1:250,000)",1998,Figure 2,Renner and others (2009),<Null>,Yes
84,Point,FL00003,Mo00484,"Trail Ridge, Maxville Zone",<Null>,8/15/2017,Mineral Occurrence,Deposit,zirconium; hafnium; titanium; rare earth elements (in monazite),30.164961,-82.047375,Approximate center of mine feature,"Polygon represents the trace of ""Maxville Mine 1993 - present""",FL,Clay; Baker; Duval,"Medium (1:24,000-1:250,000)",1998,Figure 2,Renner and others (2009),<Null>,Yes
85,Point,FL00003,Mo00485,"Trail Ridge, Highland Zone",<Null>,8/15/2017,Mineral Occurrence,Deposit,zirconium; hafnium; titanium,30.059788,-82.039285,Approximate center of mine feature,"Polygon represents the trace of ""Highland Mine 1957 - 1992""",FL,Clay,"Medium (1:24,000-1:250,000)",1998,Figure 2,Renner and others (2009),<Null>,Yes
86,Point,FL00004,Mf00319,"Ponte Vedra, Mineral City",Mineral City,7/28/2017,Mine Feature,Deposit,ilmenite; rutile; zircon; rare earth elements (in monazite),30.223952,-81.372697,"Location of the Ponte Vedra Beach, observed on U.S. Topographic Maps, Imagery and Pirkle and others (2013)",<Null>,FL,St. Johns,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),Point was moved to the coastline where the beach was clearly visible on World Imagery,No
87,Point,FL00004,Mo00292,"Ponte Vedra, Ponte Vedra Deposit",Mineral City,7/28/2017,Mineral Occurrence,Deposit,ilmenite; rutile; zircon; rare earth elements (in monazite),30.223952,-81.372697,"Location of the Ponte Vedra Beach, observed on U.S. Topographic Maps, Imagery and Pirkle and others (2013)",<Null>,FL,St. Johns,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),Point was moved to the coastline where the beach was clearly visible on World Imagery,No
88,Point,FL00005,Mf00530,"Jacksonville, Jacksonville Mine",<Null>,1/10/2018,Mine Feature,Unspecified Mine Feature,heavy minerals,30.303034,-81.562559,Approximate center of multipart Jacksonville mineral occurrence footprint,<Null>,FL,Duval,"Small (<1:250,000)",2013,Figure 5,Pirkle and others (2013),<Null>,No
89,Point,FL00005,Mo00291,"Jacksonville, Jacksonville Deposit",<Null>,7/28/2017,Mineral Occurrence,Deposit,ilmenite; rutile; zircon; rare earth elements (in monazite); garnet; xenotime,30.303034,-81.562559,Approximate center of multipart footprint,"Outline of ""Heavy Mineral Deposit"" from Pirkle and others 2013 was used for general location; 24k topographic maps were used to add a more precise location for the deposit",FL,Duval,"Small (<1:250,000)",2013,Figure 5,Pirkle and others (2013),<Null>,Yes
90,Point,FL00007,Mo00529,"Melbourne, Melbourne Deposit",<Null>,10/2/2017,Mineral Occurrence,Deposit,ilmenite; rutile; zircon; rare earth elements (in monazite),28.068132,-80.556251,Location of the Melbourne Beach mineral occurrence was estimated using imagery and the description of the deposit from Staatz and others (1980),<Null>,FL,Brevard,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),Location description from Staatz and others (1980),No
91,Point,FL00008,Mo00530,"Vero Beach, Vero Beach Deposit",<Null>,10/27/2017,Mineral Occurrence,Deposit,ilmenite; rutile; zircon; rare earth elements (in monazite and xenotime); garnet,27.6384,-80.352007,"Location of the Melbourne Beach mineral occurrence was estimated using imagery and the description of the deposit from Overstreet (1967), page 125",<Null>,FL,Indian River,<Null>,2015,World Imagery,Esri World Imagery (2018),Overstreet (1967),No
92,Point,FL00010,Mf00529,"Boulogne, Boulougne Mine",<Null>,1/10/2018,Mine Feature,Unspecified Mine Feature,titanium; zircon; rare earth elements (in monazite),30.74103,-81.984555,Same location as Boulougne mineral occurrence feature,<Null>,FL,Nassau,"Medium (1:24,000-1:250,000)",1997,Figure 12,Elsner (1997),<Null>,No
93,Point,FL00010,Mo00290,"Boulogne, Boulougne Deposit",<Null>,7/28/2017,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),30.74103,-81.984555,Approximate center of polygon,"Polygon represents the trace of the ""Boulougne ore body""",FL,Nassau,"Medium (1:24,000-1:250,000)",1997,Figure 12,Elsner (1997),<Null>,Yes
94,Point,FL00011,Mo00305,"Little Talbot Island, Little Talbot Island Prospect",Talbot Island,8/11/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); thorium (in monazite),30.459215,-81.411065,Approximate center of polygon,Polygon represents the trace of the outer perimeter of sampling for radiometric and magnetic anomaly maps (parts B and C),FL,Duval,"Large (>1:24,000)",2017,Figure 7 (A),Shah and others (2017),<Null>,Yes
95,Point,GA00007,Mo00288,"Cumberland Island, Cumberland Island Deposit",<Null>,7/27/2017,Mineral Occurrence,Deposit,titanium; rare earth elements (in monazite),30.84653,-81.42642,Coordinates from Table 1: Summary of Field Site Survey and Heavy Mineral Separate Properties,<Null>,GA,Camden,<Null>,2017,Table 1,Shah and others (2017),<Null>,No
96,Point,GA00009,Mf00340,"Folkston, Folkston Plant",<Null>,9/29/2017,Mine Feature,Processing Plant,titanium product; zircon; monazite,30.875821,-81.996451,"Approximate center of the ""Folkston Plant"" from a map; Confirmed and named from the 24k Topographic Maps",<Null>,GA,Charlton,"Medium (1:24,000-1:250,000)",1997,Figure 10,Elsner (1997),<Null>,No
97,Point,GA00009,Mo00289,"Folkston, Folkston Deposit",<Null>,9/15/2017,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),30.881746,-81.980458,Approximate center of multipart polygon,"Polygon represents the trace of four three separate zones (four polygons) labeled the ""West Ext."", ""Main Area"", and the ""North Ext.""",GA,Charlton,"Medium (1:24,000-1:250,000)",1997,Figure 10,Elsner (1997),<Null>,Yes
98,Point,GA00011,Mo00652,"Cabin Bluff, Cabin Bluff Deposit",<Null>,1/23/2018,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),30.95,-81.633,Cabin Bluff heavy mineral deposit location,<Null>,GA,Camden,"Medium (1:24,000-1:250,000)",1991,Figure 3,Pirkle and others (1991),Point placed on center of polygon,No
99,Point,GA00011,Mo00660,"Cabin Bluff, Ceylon",<Null>,1/23/2018,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),30.957444,-81.649156,Cabin Bluff heavy mineral deposit location,<Null>,GA,Camden,"Medium (1:24,000-1:250,000)",1991,Figure 3,Pirkle and others (1991),Point placed on center of polygon,No
100,Point,GA00011,Mo00661,"Cabin Bluff, Ocean Pond",<Null>,1/23/2018,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),30.925559,-81.592644,Cabin Bluff heavy mineral deposit location,<Null>,GA,Camden,"Medium (1:24,000-1:250,000)",1991,Figure 3,Pirkle and others (1991),Point placed on center of polygon,No
101,Point,GA00011,Mo00662,"Cabin Bluff, Pine Barren",<Null>,1/23/2018,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),30.892794,-81.604184,Cabin Bluff heavy mineral deposit location,<Null>,GA,Camden,"Medium (1:24,000-1:250,000)",1991,Figure 3,Pirkle and others (1991),Point placed on center of polygon,No
102,Point,GA00011,Mo00663,"Cabin Bluff, Copeland",<Null>,1/23/2018,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),30.914019,-81.545055,Cabin Bluff heavy mineral deposit location,<Null>,GA,Camden,"Medium (1:24,000-1:250,000)",1991,Figure 3,Pirkle and others (1991),Point placed on center of polygon,No
103,Point,GA00012,Mo00653,"Altama, Altama Orebody",<Null>,1/23/2018,Mineral Occurrence,Deposit,titanium; zircon; rare earth elements (in monazite),31.25,-81.5,Location of main deposit of the Altama heavy mineral concentrations,<Null>,GA,Glynn,"Medium (1:24,000-1:250,000)",1989,Figure 2,Pirkle and others (1989),<Null>,No
104,Point,ID00010,Mo00293,"Silver Queen, Silver Queen 52B Veins",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements; thorium,44.987646,-113.559257,Location number (loc. 146) from Plate 1; Plate 2B used to acquire higher accuracy,<Null>,ID,Lemhi,"Medium (1:24,000-1:250,000)",1973,Plate 1; Plate 2B,Staatz (1979),<Null>,No
105,Point,ID00010,Mo00379,"Silver Queen, Silver Queen 38A Veins",<Null>,10/12/2017,Mineral Occurrence,Prospect,rare earth elements; thorium,44.987246,-113.542962,Location number (loc. 148) from Plate 1; Figure 30 used to acquire higher accuracy,<Null>,ID,Lemhi,"Medium (1:24,000-1:250,000)",1973,Plate 1; Figure 30,Staatz (1979),<Null>,No
106,Point,ID00011,Mr00019,Bear Valley Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite); yttrium (in euxenite); tantalum (in euxenite); niobium (in euxenite); thorium; uranium,44.427038,-115.328781,Approximate center of placer mining district,Trace of monazite placer districts in Idaho from Staatz and others (1980); Adjusted to Bear Valley as seen on topographic maps,ID,Valley,"Small (<1:250,000)",1980,Figure 1,Staatz and others (1980),<Null>,Yes
107,Point,ID00012,Mr00020,Boise Basin Monazite Placer District,Grimes Creek Placer; Mores Creek Placer,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite); garnet; ilmenite; thorium; zircon,43.854441,-115.85905,Approximate center of the two placer areas (Grimes Creek and Mores Creek placers) within the Boise Basin area,Trace of monazite placer districts in Idaho from Staatz and others (1980); Adjusted to the tailings and placers along Grimes Creek and Mores Creek from topographic maps,ID,Boise,"Small (<1:250,000)",1980,Figure 1; Page 12,Staatz and others (1980),<Null>,Yes
108,Point,ID00013,Mr00021,Burgdorf-Warren Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite); gold; thorium; uranium,45.289617,-115.700849,Approximate center of placer mining district,"Trace of monazite placer districts in Idaho from Staatz and others (1980); Adjusted to the Warren Meadows, Secesh Meadows, and Ruby Meadows from topographic maps",ID,Idaho,"Small (<1:250,000)",1980,Figure 1; Page 17,Staatz and others (1980),<Null>,Yes
109,Point,ID00014,Mr00017,Clearwater River Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite),46.501082,-115.815625,Approximate center of placer mining district,Trace of monazite placer districts in Idaho from Staatz and others (1980),ID,Clearwater,"Small (<1:250,000)",1980,Figure 1,Staatz and others (1980),<Null>,Yes
110,Point,ID00015,Mr00027,Dismal Swamp Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite),43.621349,-115.458775,Approximate center of placer mining district,Trace of monazite placer districts in Idaho from Staatz and others (1980),ID,Elmore,"Small (<1:250,000)",1980,Figure 1,Staatz and others (1980),<Null>,Yes
111,Point,ID00016,Mr00022,Dixie-Florence Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite),45.678005,-115.57987,Approximate center of placer mining district,Trace of monazite placer districts in Idaho from Staatz and others (1980),ID,Idaho,"Small (<1:250,000)",1980,Figure 1,Staatz and others (1980),<Null>,Yes
112,Point,ID00017,Mr00023,Elk City-Newsome Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite); gold; garnet; zircon; ilmenite; thorium,45.812796,-115.52797,Approximate center of placer mining district,"Trace of monazite placer districts in Idaho from Staatz and others (1980); Adjusted to Big and Little Elk Creeks, American River, Red Horse Creek, Red River, Crooked River and Newsome Creek from topographic maps",ID,Idaho,"Small (<1:250,000)",1980,Figure 1; Page 18,Staatz and others (1980),<Null>,Yes
113,Point,ID00018,Mr00018,Long Valley Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite); ilmenite; zircon; garnet; thorium (in monazite); thorium; uranium,44.513784,-115.989834,Approximate center of placer mining district,"Polygon represents the trace of monazite placer districts in Idaho from Figure 1; Adjusted to include Long Valley, Big Creek, Beaver Creek, Corral Creek, Gold Fork, Horsethief Basin, Pearsol Creek and Scott Valley seen on topographic maps",ID,Valley,"Small (<1:250,000)",1980,Figure 1; Page 10,Staatz and others (1980),<Null>,Yes
114,Point,ID00019,Mr00026,Rock Creek-Camp Creek Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite),43.389654,-114.499913,Approximate center of placer mining district,Polygon represents the trace of monazite placer districts in Idaho from Figure 1; Adjusted to Rock Creek and Camp Creek seen on topographic maps,ID,Blaine; Camas,"Small (<1:250,000)",1980,Figure 1,Staatz and others (1980),<Null>,Yes
115,Point,ID00020,Mr00025,Salmon River Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite),45.112882,-113.680747,Approximate center of placer mining district,Trace of monazite placer districts in Idaho from Staatz and others (1980),ID,Lemhi,"Small (<1:250,000)",1980,Figure 1,Staatz and others (1980),<Null>,Yes
116,Point,ID00021,Mr00024,Stanley Basin Monazite Placer District,<Null>,7/27/2017,Mineral Region,Placer District,rare earth elements (in monazite),44.348644,-114.7246,Approximate center of placer mining district,Polygon represents the trace of monazite placer districts in Idaho; Adjusted to the Yankee Fork seen on topographic maps,ID,Custer,"Small (<1:250,000)",1980,Figure 1,Staatz and others (1980),<Null>,Yes
117,Point,ID00023,Mr00081,Lemhi Pass District,Beaverhead; Bobbitt; Bloody Dick,10/11/2017,Mineral Region,Mining District,rare earth elements; thorium,44.919528,-113.494527,Approximate center of polygon,Outline of the Lemhi Pass thorium district geology from a geologic map,ID; MT,Lemhi; Beaverhead,"Medium (1:24,000-1:250,000)",1979,Plate 1,Staatz (1979),<Null>,Yes
118,Point,ID00024,Mf00348,"Lucky Horseshoe, Lucky Horseshoe Adit",<Null>,10/11/2017,Mine Feature,Adit,rare earth elements; thorium,44.991293,-113.494843,Location of adit from map,<Null>,ID,Lemhi,"Large (>1:24,000)",1973,Figure 18,Staatz (1979),<Null>,No
119,Point,ID00024,Mf00349,"Lucky Horseshoe, Lucky Horseshoe Caved Adit",<Null>,10/11/2017,Mine Feature,Adit,rare earth elements; thorium,44.99128,-113.495029,"Location of ""Caved adit"" from map",<Null>,ID,Lemhi,"Large (>1:24,000)",1973,Figure 18,Staatz (1979),<Null>,No
120,Point,ID00024,Mo00377,"Lucky Horseshoe, Lucky Horseshoe Vein",<Null>,10/11/2017,Mineral Occurrence,Prospect,rare earth elements; thorium,44.991574,-113.495801,Approximate center of multipart polygon,"Outline of ""Vein-Showing dip: dashed where projected""",ID,Lemhi,"Large (>1:24,000)",1973,Figure 18,Staatz (1979),<Null>,Yes
121,Point,ID00025,Mo00388,"Hall Mountain Group, No. 1",Golden Sceptre Locality No. 1,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.992154,-116.422129,Approximate center of polygon,Line feature buffered to a polygon based on vein dimensions given in Table 1 for Locality No. 1,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),Other_Name from Staatz and others (1974),Yes
122,Point,ID00025,Mo00389,"Hall Mountain Group, No. 2",Golden Sceptre Locality No. 2,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.991645,-116.421878,Point feature was placed in the opening of the adit,<Null>,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),Other_Name from Staatz and others (1974),No
123,Point,ID00025,Mo00390,"Hall Mountain Group, No. 3",T.M.U. No. 1,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.991509,-116.414605,Approximate center of polygon,Line feature buffered to a polygon based on vein dimensions given in Table 1 for Locality No. 3,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),Other_Name from Staatz and others (1974),Yes
124,Point,ID00025,Mo00391,"Hall Mountain Group, No. 4",<Null>,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.98939,-116.416895,Approximate center of polygon,Line feature buffered to a polygon based on vein dimensions given in Table 1 for Locality No. 4,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),<Null>,Yes
125,Point,ID00025,Mo00392,"Hall Mountain Group, No. 5",<Null>,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.988271,-116.416719,Approximate center of polygon,Line feature buffered to a polygon based on vein dimensions given in Table 1 for Locality No. 5,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),<Null>,Yes
126,Point,ID00025,Mo00393,"Hall Mountain Group, No. 6",<Null>,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.987567,-116.417456,Approximate center of polygon,Line feature buffered to a polygon based on vein dimensions given in Table 1 for Locality No. 6,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),<Null>,Yes
127,Point,ID00025,Mo00394,"Hall Mountain Group, No. 7",<Null>,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.98662,-116.41865,Approximate center of polygon,Line feature buffered to a polygon based on vein dimensions given in Table 1 for Locality No. 7,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),<Null>,Yes
128,Point,ID00025,Mo00395,"Hall Mountain Group, No. 8",Wawa No. 1,10/16/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,48.986319,-116.417677,Approximate center of polygon,Line feature buffered to a polygon based on vein dimensions given in Table 1 for Locality No. 8,ID,Boundary,"Large (>1:24,000)",1970,Figure 2,Staatz (1972),Other_Name from Staatz and others (1974),Yes
